0.2,1.00031,0.00043
0.4,1.00092,0.00051
0.6,1.0009,0.0011
2/3,1.0005,0.0015
0.8,1.0002,0.0020
1.0,0.9995,0.0011
1.2,0.99851,0.00066
1.4,0.9969,0.0026
1.6,0.9975,0.0038
7/4,0.9982,0.0033
1.8,0.9988,0.0050
2.0,0.9968,0.0068
2.2,0.9981,0.0048
2.4,0.9965,0.0058
inf,1.0001,0.0058
