0.2,0.0979,0.0018
0.4,0.1988,0.0012
0.6,0.2992,0.0016
2/3,0.33340,0.00065
0.8,0.4027,0.0012
1.0,0.5118,0.0017
1.2,0.6259,0.0024
1.4,0.7437,0.0090
1.6,0.852,0.012
7/4,0.913,0.013
1.8,0.932,0.013
2.0,0.970,0.018
2.2,0.987,0.011
2.4,0.996,0.012
inf,0.9976,0.0061
