0.2,0.0975,0.0019
0.4,0.1994,0.0027
0.6,0.3005,0.0023
2/3,0.3347,0.0021
0.8,0.4054,0.0033
1.0,0.5186,0.0071
1.2,0.641,0.012
1.4,0.775,0.021
1.6,0.909,0.022
7/4,0.979,0.024
1.8,1.002,0.021
2.0,1.042,0.027
2.2,1.051,0.018
2.4,1.044,0.031
inf,1.004,0.013
