0.2,11.080,0.081
0.4,5.854,0.015
0.6,4.0431,0.0058
2/3,3.6730,0.0014
0.8,3.10406,0.00074
1.0,2.52635,0.00037
1.2,2.13963,0.00040
1.4,1.86906,0.00033
1.6,1.67313,0.00029
7/4,1.56095,0.00022
1.8,1.52878,0.00058
2.0,1.42075,0.00014
2.2,1.338937,0.000100
2.4,1.27552,0.00013
inf,0.99951,0.00014
