0.2,0.4462,0.0022
0.4,0.3916,0.0094
0.6,0.3402,0.0083
2/3,0.3217,0.0072
0.8,0.2925,0.0036
1.0,0.2528,0.0027
1.2,0.2187,0.0016
1.4,0.1864,0.0035
1.6,0.1477,0.0096
7/4,0.154,0.014
1.8,0.1409,0.0057
2.0,0.1430,0.0093
2.2,0.1311,0.0037
2.4,0.132,0.011
inf,0.1233,0.0012
