0.2,1.000323,0.000045
0.4,1.00083,0.00025
0.6,1.00090,0.00036
2/3,1.00049,0.00071
0.8,1.0002,0.0011
1.0,0.99959,0.00050
1.2,0.99858,0.00038
1.4,0.9973,0.0015
1.6,0.9973,0.0023
7/4,0.9983,0.0022
1.8,0.9988,0.0030
2.0,0.9990,0.0035
2.2,0.9974,0.0039
2.4,0.9984,0.0018
inf,0.9994,0.0035
