0.2,0.2041,0.0019
0.4,0.4099,0.0081
0.6,0.6127,0.0053
2/3,0.679,0.010
0.8,0.8088,0.0072
1.0,0.9964,0.0032
1.2,1.1828,0.0038
1.4,1.3672,0.0087
1.6,1.548,0.023
7/4,1.646,0.037
1.8,1.672,0.035
2.0,1.733,0.051
2.2,1.749,0.032
2.4,1.762,0.019
inf,1.7535,0.0051
