0.2,0.337,0.046
0.4,0.413,0.054
0.6,0.426,0.026
2/3,0.439,0.022
0.8,0.455,0.014
1.0,0.4979,0.0081
1.2,0.5597,0.0085
1.4,0.628,0.013
1.6,0.703,0.021
7/4,0.750,0.025
1.8,0.765,0.026
2.0,0.802,0.031
2.2,0.825,0.028
2.4,0.847,0.026
inf,0.9072,0.0018
