0.2,0.4466,0.0019
0.4,0.3928,0.0066
0.6,0.3418,0.0093
2/3,0.3253,0.0057
0.8,0.2951,0.0029
1.0,0.2550,0.0020
1.2,0.21939,0.00042
1.4,0.1880,0.0021
1.6,0.1582,0.0075
7/4,0.145,0.010
1.8,0.145,0.013
2.0,0.138,0.010
2.2,0.1315,0.0084
2.4,0.1280,0.0081
inf,0.1228,0.0013
